Date,Open,High,Low,Close,Adj Close,Volume
2000-05-24,82.625000,83.625000,79.500000,80.000000,65.333763,1530200
2000-05-25,80.500000,83.375000,71.937500,73.000000,59.617058,4030100
2000-05-26,73.125000,73.375000,69.375000,69.812500,57.013912,2378100
2000-05-30,71.500000,73.437500,70.625000,72.000000,58.800404,2205300
2000-05-31,72.000000,74.875000,71.125000,73.562500,60.076447,1363800
2000-06-01,74.562500,77.687500,73.625000,76.375000,62.373363,1684900
2000-06-02,84.500000,87.250000,83.500000,86.875000,70.948402,3567900
2000-06-05,86.875000,87.875000,84.500000,84.500000,69.008820,1576600
2000-06-06,84.000000,85.125000,81.750000,83.125000,67.885895,1033200
2000-06-07,82.875000,88.000000,82.375000,86.687500,70.795288,1319900
2000-06-08,86.875000,87.625000,85.062500,85.062500,69.468193,1255000
2000-06-09,85.125000,86.562500,83.250000,83.250000,67.987953,1006800
2000-06-12,83.312500,84.312500,81.750000,83.312500,68.039024,732800
2000-06-13,83.500000,85.750000,82.625000,85.125000,69.519188,773200
2000-06-14,85.187500,90.375000,84.812500,89.937500,73.449455,1953600
2000-06-15,89.937500,90.812500,87.000000,90.250000,73.704636,2120900
2000-06-16,90.250000,91.437500,87.625000,89.937500,73.449455,1792300
2000-06-19,90.187500,93.000000,89.500000,91.625000,74.827583,2092900
2000-06-20,91.500000,93.437500,87.375000,89.000000,72.683815,2362600
2000-06-21,88.000000,88.375000,84.250000,86.625000,70.744225,2875200
2000-06-22,86.625000,86.625000,82.000000,84.250000,68.804665,1480100
2000-06-23,85.250000,87.000000,84.000000,86.000000,70.233795,1616700
2000-06-26,86.750000,88.000000,85.750000,87.750000,71.662971,1175700
2000-06-27,87.750000,89.375000,87.625000,88.312500,72.122345,1175700
2000-06-28,88.000000,90.937500,88.000000,89.875000,73.398407,1180400
2000-06-29,90.125000,93.125000,88.312500,92.625000,75.644272,1385400
2000-06-30,93.000000,95.937500,92.562500,94.781197,77.405144,2540600
2000-07-03,94.375000,94.937500,93.437500,94.937500,77.532776,453100
2000-07-05,94.375000,97.000000,93.875000,95.937500,78.349487,1077000
2000-07-06,90.000000,94.000000,88.375000,93.187500,76.103638,3343100
2000-07-07,93.187500,95.250000,90.937500,94.937500,77.532776,1265600
2000-07-10,94.875000,98.875000,93.812500,97.687500,79.778687,1498700
2000-07-11,97.562500,99.187500,97.062500,98.500000,80.442215,1249100
2000-07-12,100.125000,104.250000,100.125000,101.937500,83.249519,2751000
2000-07-13,100.500000,104.250000,99.500000,104.250000,85.138023,2207300
2000-07-14,104.250000,105.250000,102.875000,104.187500,85.087044,1143000
2000-07-17,104.062500,104.125000,100.000000,100.000000,81.667229,1225000
2000-07-18,102.000000,104.250000,101.125000,103.875000,84.831825,2449700
2000-07-19,103.187500,103.562500,100.312500,100.750000,82.279716,874200
2000-07-20,101.000000,104.937500,101.000000,103.687500,84.779655,1027700
2000-07-21,103.625000,105.687500,102.812500,104.250000,85.239609,1155300
2000-07-24,104.750000,106.937500,102.750000,105.375000,86.159409,1457700
2000-07-25,105.750000,106.750000,103.687500,106.000000,86.670486,1092500
2000-07-26,105.625000,105.937500,102.750000,105.937500,86.619362,1247400
2000-07-27,105.750000,106.375000,99.875000,100.000000,81.764565,1299100
2000-07-28,100.125000,101.062500,95.937500,98.500000,80.538132,1370800
2000-07-31,96.000000,98.937500,94.500000,98.687500,80.691452,1734100
2000-08-01,99.000000,102.250000,97.000000,100.625000,82.275650,1990600
2000-08-02,99.250000,102.937500,99.250000,102.125000,83.502106,13171500
2000-08-03,101.625000,105.625000,100.500000,105.625000,86.363869,2700200
2000-08-04,109.000000,112.937500,108.000000,111.250000,90.963120,3709300
2000-08-07,111.500000,115.000000,109.750000,114.062500,93.262764,2457700
2000-08-08,114.062500,115.312500,112.812500,113.000000,92.393982,1984600
2000-08-09,113.000000,116.750000,111.875000,114.937500,93.978188,1488800
2000-08-10,115.375000,116.750000,111.375000,112.000000,91.576355,1188900
2000-08-11,111.750000,119.875000,111.750000,119.875000,98.015327,1489600
2000-08-14,118.000000,121.750000,116.625000,120.750000,98.730766,2121700
2000-08-15,120.812500,120.812500,117.750000,118.187500,96.635529,1548900
2000-08-16,117.000000,118.375000,111.625000,113.000000,92.393982,2521000
2000-08-17,113.062500,118.875000,113.062500,118.625000,96.993248,1780400
2000-08-18,118.875000,119.000000,116.000000,117.000000,95.664612,853900
2000-08-21,116.937500,118.750000,116.250000,117.812500,96.328903,1082000
2000-08-22,117.937500,121.500000,117.750000,119.875000,98.015327,2178800
2000-08-23,119.750000,119.750000,118.062500,119.000000,97.299889,1650600
2000-08-24,119.062500,120.875000,117.937500,118.250000,96.686676,1049600
2000-08-25,118.500000,120.187500,117.125000,119.375000,97.606476,984200
2000-08-28,118.250000,124.500000,118.250000,122.437500,100.110542,1422700
2000-08-29,121.500000,127.437500,121.375000,127.437500,104.198730,2495500
2000-08-30,125.500000,126.500000,123.125000,123.687500,101.132607,2136000
2000-08-31,124.500000,129.500000,123.875000,129.500000,105.885178,1394100
2000-09-01,128.000000,129.812500,127.125000,129.625000,105.987343,993800
2000-09-05,128.687500,130.062500,127.187500,128.812500,105.323051,1184400
2000-09-06,128.687500,132.875000,127.500000,128.125000,104.760895,2104200
2000-09-07,127.875000,129.500000,125.937500,128.687500,105.220787,1046800
2000-09-08,127.500000,129.187500,124.000000,124.250000,101.592514,1358800
2000-09-11,127.000000,132.437500,126.312500,132.000000,107.929260,2718400
2000-09-12,132.312500,133.625000,129.687500,131.312500,107.367157,1905100
2000-09-13,129.250000,130.750000,127.375000,128.500000,105.067513,1437400
2000-09-14,129.375000,131.750000,128.687500,129.000000,105.476357,1278100
2000-09-15,128.000000,128.125000,124.312500,124.875000,102.103546,1441100
2000-09-18,124.000000,124.125000,117.750000,118.562500,96.942123,2410400
2000-09-19,118.562500,121.437500,115.312500,119.937500,98.066429,3284700
2000-09-20,121.500000,122.937500,114.937500,118.000000,96.482208,2067500
2000-09-21,114.000000,114.312500,111.250000,113.250000,92.598427,2324000
2000-09-22,110.000000,115.500000,109.500000,114.875000,93.927086,2382900
2000-09-25,116.125000,118.687500,116.062500,116.500000,95.255768,1337900
2000-09-26,115.125000,115.625000,109.500000,110.875000,90.656487,2032900
2000-09-27,111.000000,111.750000,105.750000,107.062500,87.539238,2008800
2000-09-28,107.000000,114.562500,107.000000,113.000000,92.393982,1891700
2000-09-29,111.500000,117.250000,111.437500,114.062500,93.262764,2193700
2000-10-02,113.125000,116.875000,113.125000,115.375000,94.335922,1258700
2000-10-03,115.625000,116.875000,113.000000,113.875000,93.109459,1502600
2000-10-04,113.500000,113.562500,108.625000,109.437500,89.481117,1757900
2000-10-05,109.750000,115.937500,109.750000,114.875000,93.927086,1853900
2000-10-06,113.375000,113.625000,105.437500,108.875000,89.021179,3625100
2000-10-09,107.000000,107.625000,103.687500,105.250000,86.057281,1612200
2000-10-10,105.312500,105.750000,100.000000,102.687500,83.962036,2744500
2000-10-11,99.500000,106.000000,96.562500,104.000000,85.035187,5509500
2000-10-12,104.000000,104.000000,94.062500,94.312500,77.114250,3723100
2000-10-13,94.312500,102.000000,94.312500,101.500000,82.991066,2798700
2000-10-16,99.750000,106.062500,98.500000,103.625000,84.728569,3475400
2000-10-17,103.375000,103.812500,96.250000,99.250000,81.151382,2111700
2000-10-18,95.500000,101.437500,91.875000,98.000000,80.129311,4426400
2000-10-19,101.750000,104.437500,99.750000,100.562500,82.325348,2322600
2000-10-20,100.562500,106.312500,99.750000,104.937500,85.906929,1707400
2000-10-23,104.687500,105.125000,101.250000,102.437500,83.860321,2019600
2000-10-24,103.625000,106.500000,99.000000,101.125000,82.785835,1904000
2000-10-25,99.375000,100.375000,95.750000,96.187500,78.743744,2166600
2000-10-26,96.187500,98.000000,90.875000,92.937500,76.083145,2352000
2000-10-27,94.000000,95.750000,91.875000,93.000000,76.134308,2097000
2000-10-30,92.750000,98.437500,92.625000,96.500000,78.999565,1803800
2000-10-31,95.500000,101.437500,94.187500,99.812500,81.711342,1863800
2000-11-01,96.750000,97.750000,94.562500,96.687500,79.153061,2094600
2000-11-02,97.625000,100.000000,96.312500,99.250000,81.250862,1505800
2000-11-03,99.250000,101.625000,99.250000,100.437500,82.223007,1658600
2000-11-06,98.375000,99.250000,96.000000,96.062500,78.641418,1927800
2000-11-07,96.062500,97.000000,93.000000,93.750000,76.748291,1756700
2000-11-08,92.500000,93.500000,90.625000,92.437500,75.673851,2051000
2000-11-09,92.000000,93.000000,89.250000,91.875000,75.213303,1845200
2000-11-10,89.000000,91.625000,87.125000,89.187500,73.013199,2604300
2000-11-13,86.375000,87.937500,83.312500,86.375000,70.710777,3201700
2000-11-14,90.000000,92.000000,88.250000,88.875000,72.757370,2167100
2000-11-15,87.250000,92.250000,87.062500,90.062500,73.729500,1851400
2000-11-16,90.062500,93.375000,88.875000,91.437500,74.855171,1223400
2000-11-17,91.187500,91.312500,86.500000,88.062500,72.092247,1398800
2000-11-20,88.000000,88.187500,82.750000,83.000000,67.947815,1663000
2000-11-21,82.000000,84.750000,79.625000,84.187500,68.919975,2066800
2000-11-22,82.875000,83.125000,79.250000,79.937500,65.440704,2296900
2000-11-24,80.750000,82.500000,80.687500,81.500000,66.719856,1086200
2000-11-27,82.500000,83.500000,81.062500,82.500000,67.538490,1883700
2000-11-28,83.750000,84.250000,80.500000,80.500000,65.901207,1701300
2000-11-29,81.625000,82.875000,80.125000,82.875000,67.845520,2329300
2000-11-30,81.875000,82.437500,77.000000,82.125000,67.231499,2514000
2000-12-01,82.125000,85.375000,81.687500,82.000000,67.129181,1380900
2000-12-04,80.500000,82.937500,80.250000,81.750000,66.924500,1601500
2000-12-05,84.000000,89.875000,83.375000,88.750000,72.655045,3981000
2000-12-06,87.750000,93.125000,86.187500,87.750000,71.836449,3785000
2000-12-07,87.687500,88.687500,84.625000,85.875000,70.301414,1555400
2000-12-08,88.000000,92.062500,88.000000,91.875000,75.213303,2063500
2000-12-11,91.625000,96.375000,91.375000,96.000000,78.590233,3869700
2000-12-12,95.500000,95.562500,91.750000,92.437500,75.673851,1789200
2000-12-13,93.125000,95.375000,91.812500,94.062500,77.004135,2573500
2000-12-14,91.375000,92.125000,86.625000,87.437500,71.580589,3131400
2000-12-15,87.000000,87.000000,83.875000,86.687500,70.966591,2963100
2000-12-18,89.000000,90.875000,85.875000,85.937500,70.352592,3077600
2000-12-19,87.250000,95.000000,86.500000,89.375000,73.166710,6007800
2000-12-20,87.750000,93.125000,87.750000,90.000000,73.678368,3840500
2000-12-21,90.000000,94.937500,88.687500,93.812500,76.799507,3072000
2000-12-22,95.500000,100.562500,94.062500,98.812500,80.892731,2642900
2000-12-26,98.500000,102.562500,97.375000,101.812500,83.348686,2198000
2000-12-27,100.500000,102.937500,100.000000,101.875000,83.399818,1782500
2000-12-28,101.000000,107.500000,101.000000,107.125000,87.697670,2483600
2000-12-29,107.187500,108.375000,106.312500,106.937500,87.544228,2075000
2001-01-02,104.375000,105.500000,97.500000,100.250000,82.069534,3202400
2001-01-03,100.062500,115.500000,98.875000,115.500000,94.553879,7355200
2001-01-04,113.750000,116.750000,111.000000,112.750000,92.302628,5867200
2001-01-05,109.000000,111.000000,105.750000,107.875000,88.311729,4328600
2001-01-08,106.500000,107.312500,102.625000,106.375000,87.083717,2169500
2001-01-09,107.625000,108.500000,103.312500,104.750000,85.753433,2295200
2001-01-10,102.250000,108.937500,102.250000,108.500000,88.823364,2716200
2001-01-11,108.500000,112.125000,107.500000,110.500000,90.460617,3674000
2001-01-12,110.437500,110.875000,108.750000,108.750000,89.028015,1806000
2001-01-16,108.812500,113.000000,108.062500,110.000000,90.051353,2267800
2001-01-17,109.750000,114.875000,109.312500,110.000000,90.051353,3212700
2001-01-18,109.500000,109.875000,107.250000,107.500000,88.100822,2583900
2001-01-19,108.000000,111.000000,107.812500,110.937500,90.918015,2760600
2001-01-22,110.937500,115.000000,110.875000,113.125000,92.710762,2783800
2001-01-23,114.250000,116.250000,114.000000,116.000000,95.066933,3270900
2001-01-24,115.000000,120.000000,114.000000,117.875000,96.603569,5110600
2001-01-25,117.875000,117.875000,113.125000,113.562500,93.069283,2724100
2001-01-26,113.000000,115.000000,111.562500,114.687500,93.991295,2446000
2001-01-29,114.500000,117.750000,114.500000,115.910004,94.993156,1630200
2001-01-30,116.900002,118.699997,114.059998,118.620003,97.214149,1700000
2001-01-31,118.620003,119.750000,113.080002,113.750000,93.222923,3500600
2001-02-01,114.900002,118.500000,114.500000,118.199997,96.869904,2579800
2001-02-02,117.599998,118.849998,113.949997,113.959999,93.395042,2158900
2001-02-05,113.750000,114.000000,111.250000,112.099998,91.870697,2540100
2001-02-06,112.949997,112.949997,108.349998,108.949997,89.289146,2246600
2001-02-07,109.400002,109.949997,104.080002,105.199997,86.215889,3138200
2001-02-08,105.699997,108.449997,105.300003,105.949997,86.830528,2716600
2001-02-09,105.099998,109.000000,103.099998,107.750000,88.305702,2742100
2001-02-12,107.699997,109.500000,105.500000,109.500000,89.739914,1952500
2001-02-13,109.900002,110.650002,105.000000,105.900002,86.789574,2213400
2001-02-14,106.400002,106.500000,103.389999,104.250000,85.437294,2401000
2001-02-15,105.949997,108.250000,103.699997,107.199997,87.854950,3020000
2001-02-16,104.500000,105.300003,101.300003,101.500000,83.183548,2620200
2001-02-20,102.099998,102.110001,94.349998,96.000000,78.676064,3273600
2001-02-21,96.000000,98.599998,93.610001,94.400002,77.364807,4273900
2001-02-22,94.410004,97.500000,91.260002,97.199997,79.659515,4517900
2001-02-23,96.199997,97.099998,90.250000,96.040001,78.708862,4350600
2001-02-26,96.150002,98.500000,92.629997,98.300003,80.561035,3882100
2001-02-27,97.750000,100.500000,96.510002,98.339996,80.593811,4132200
2001-02-28,97.099998,97.110001,91.269997,91.750000,75.193031,4745600
2001-03-01,89.400002,91.800003,87.199997,91.610001,75.078300,5330800
2001-03-02,90.300003,93.599998,89.099998,91.400002,74.906166,4105500
2001-03-05,91.400002,93.000000,88.720001,92.150002,75.520836,2837300
2001-03-06,93.949997,97.500000,93.349998,95.349998,78.143364,3156800
2001-03-07,95.110001,95.650002,92.650002,94.949997,77.815544,3780200
2001-03-08,94.849998,95.699997,90.650002,91.750000,75.193031,3078300
2001-03-09,91.610001,91.620003,86.900002,87.000000,71.300224,2968600
2001-03-12,86.050003,86.500000,81.570000,82.489998,67.604057,4860800
2001-03-13,84.750000,87.750000,83.500000,87.510002,71.718178,4596400
2001-03-14,84.900002,87.889999,83.110001,83.910004,68.767830,6390800
2001-03-15,86.000000,89.910004,85.849998,87.949997,72.078758,4706900
2001-03-16,90.500000,91.000000,87.050003,87.550003,71.750923,4385300
2001-03-19,89.000000,91.550003,88.250000,90.940002,74.529182,3205100
2001-03-20,92.000000,92.500000,87.059998,87.059998,71.349373,7271300
2001-03-21,87.099998,89.500000,84.849998,85.000000,69.661110,5204200
2001-03-22,84.750000,88.500000,81.000000,85.910004,70.406883,5776900
2001-03-23,87.500000,89.879997,86.900002,89.809998,73.603111,4026900
2001-03-26,89.809998,92.500000,88.570000,89.239998,73.135986,3292600
2001-03-27,87.750000,93.500000,87.400002,93.500000,76.627213,3700100
2001-03-28,92.000000,92.000000,86.500000,87.250000,71.505066,4127400
2001-03-29,86.680000,89.650002,86.000000,88.099998,72.201706,3472000
2001-03-30,87.900002,89.470001,85.099998,85.099998,69.743057,2855900
2001-04-02,85.099998,87.199997,84.000000,84.160004,68.972710,2939800
2001-04-03,84.099998,84.900002,80.980003,81.309998,66.637001,3203600
2001-04-04,80.599998,81.750000,77.000000,77.529999,63.539120,6130100
2001-04-05,80.000000,86.000000,79.900002,86.000000,70.480659,5193500
2001-04-06,84.000000,85.559998,82.839996,84.199997,69.005478,4452100
2001-04-09,85.750000,87.250000,82.610001,84.000000,68.841591,2884500
2001-04-10,85.599998,89.480003,85.510002,87.809998,71.964035,2955000
2001-04-11,91.500000,91.949997,89.500000,91.300003,74.824257,3427000
2001-04-12,89.599998,94.000000,89.099998,94.000000,77.036980,3024400
2001-04-16,94.000000,94.250000,91.779999,91.779999,75.217613,2725300
2001-04-17,90.800003,94.500000,90.550003,93.099998,76.299400,2838900
2001-04-18,95.250000,102.500000,95.099998,99.650002,81.667419,5979300
2001-04-19,98.150002,99.889999,95.500000,97.690002,80.061127,3918600
2001-04-20,95.500000,96.449997,94.500000,95.660004,78.493820,2297300
2001-04-23,94.000000,94.750000,92.500000,92.959999,76.278366,2063400
2001-04-24,92.699997,93.739998,91.150002,91.400002,74.998306,2786500
2001-04-25,90.000000,93.300003,89.699997,92.820000,76.163460,3109700
2001-04-26,92.820000,96.099998,91.500000,92.489998,75.892700,4163200
2001-04-27,92.000000,94.690002,91.949997,92.940002,76.261993,4054700
2001-04-30,95.080002,95.080002,91.000000,91.099998,74.752113,2716800
2001-05-01,90.000000,93.099998,89.290001,92.650002,76.024017,3781600
2001-05-02,94.400002,98.500000,93.949997,98.000000,80.413933,4391200
2001-05-03,96.150002,96.750000,95.139999,96.000000,78.772842,3092900
2001-05-04,94.000000,97.800003,93.800003,97.199997,79.757500,3000400
2001-05-07,96.199997,98.199997,95.690002,96.010002,78.781059,2135600
2001-05-08,96.099998,96.550003,95.019997,95.250000,78.157440,1935100
2001-05-09,94.940002,96.150002,94.449997,94.660004,77.673325,1931800
2001-05-10,95.910004,97.650002,94.489998,94.510002,77.550232,1935600
2001-05-11,94.400002,97.000000,92.500000,92.849998,76.188087,2591600
2001-05-14,92.400002,94.250000,92.279999,94.099998,77.213760,1616200
2001-05-15,94.110001,95.699997,93.199997,94.849998,77.829216,2560400
2001-05-16,94.599998,99.949997,92.500000,99.949997,82.014000,3089700
2001-05-17,99.250000,100.599998,97.849998,97.949997,80.372932,2270500
2001-05-18,97.900002,97.900002,96.750000,97.250000,79.798546,1977200
2001-05-21,97.750000,101.989998,97.000000,101.900002,83.614113,2332600
2001-05-22,102.599998,105.150002,102.309998,103.290001,84.754677,2288500
2001-05-23,102.290001,102.300003,99.199997,99.300003,81.480675,3134600
2001-05-24,99.000000,100.250000,98.050003,99.849998,81.931931,1817000
2001-05-25,99.900002,99.900002,97.519997,97.959999,80.381126,1234800
2001-05-29,97.500000,97.599998,95.209999,96.879997,79.494934,2251400
2001-05-30,95.550003,96.750000,94.400002,94.760002,77.755348,2355000
2001-05-31,94.550003,95.849998,94.489998,95.099998,78.034348,1893200
2001-06-01,95.489998,96.699997,93.900002,96.699997,79.347237,1920900
2001-06-04,96.199997,96.900002,95.250000,96.510002,79.191330,1198400
2001-06-05,97.099998,98.139999,97.000000,97.349998,79.880623,1376800
2001-06-06,96.300003,96.300003,94.690002,95.540001,78.395401,1962000
2001-06-07,95.540001,97.070000,94.559998,96.900002,79.511368,1536900
2001-06-08,96.900002,96.900002,95.250000,95.360001,78.247704,924900
2001-06-11,95.199997,95.650002,91.900002,92.010002,75.498825,2673700
2001-06-12,91.199997,91.949997,90.059998,91.860001,75.375801,2592500
2001-06-13,91.559998,92.980003,89.070000,89.160004,73.160278,2178300
2001-06-14,89.050003,89.449997,87.000000,87.010002,71.396111,2714200
2001-06-15,86.750000,90.000000,86.050003,89.290001,73.266953,3025300
2001-06-18,88.800003,89.879997,88.000000,88.650002,72.741776,1799400
2001-06-19,90.500000,91.500000,87.750000,88.180000,72.356117,4292900
2001-06-20,87.599998,89.000000,86.430000,88.400002,72.536667,3849500
2001-06-21,87.750000,93.510002,87.750000,93.000000,76.311180,3880900
2001-06-22,92.400002,92.849998,91.089996,92.099998,75.572693,2606300
2001-06-25,92.849998,92.849998,90.599998,90.949997,74.629044,1260700
2001-06-26,89.000000,90.300003,87.500000,90.300003,74.095695,3260600
2001-06-27,89.010002,91.500000,87.500000,87.500000,71.798187,3496800
2001-06-28,88.099998,89.849998,86.239998,86.599998,71.059669,3007200
2001-06-29,87.000000,87.239998,84.500000,85.800003,70.403221,4347900
2001-07-02,85.949997,85.949997,84.449997,84.599998,69.418587,2441400
2001-07-03,84.599998,85.150002,83.750000,84.000000,68.926270,1789700
2001-07-05,83.750000,85.389999,83.500000,84.000000,68.926270,2055300
2001-07-06,83.750000,83.750000,81.699997,83.099998,68.187759,2206600
2001-07-09,82.599998,82.900002,81.250000,81.910004,67.211296,2765400
2001-07-10,82.250000,82.849998,81.139999,81.599998,66.956917,2444600
2001-07-11,81.250000,81.949997,80.000000,81.599998,66.956917,2863700
2001-07-12,83.500000,86.849998,83.080002,86.550003,71.018639,3151600
2001-07-13,86.000000,88.000000,85.620003,86.150002,70.690422,1880300
2001-07-16,85.900002,87.139999,82.000000,83.400002,68.433907,2713000
2001-07-17,82.900002,86.470001,81.650002,85.849998,70.444267,2687400
